tweet,tweet_1,tweet_2,mentions,themes,HS,TR,AG
Headed to Atlanta to fuck me a panda... Panda panda panda 🙃,Headed to Atlanta to fuck me a panda... Panda panda panda,head atlanta fuck panda panda panda panda,['U Seek Amy'],['Atlanta'],0,0,0
Me whenever anyone compliments me https://t.co/9jjxn0lneR,Me whenever anyone compliments me,compliment,[],[],0,0,0
Friend- do you wanna drink today? Me- https://t.co/t7zlbHSerD,Friend- do you wanna drink today? Me-,friend wanna drink today,[],"['Today', 'U.S.']",0,0,0
I like people that don't say hi when they walk by... Those are my kind of people,I like people that don't say hi when they walk by... Those are my kind of people,like people hi walk kind people,['Don Draper'],[],0,0,0
Waking up today like.... https://t.co/Q5op9KcqUg,Waking up today like....,wake today like,[],[],0,0,0
"If you think you don't have a gag reflex, let me prove that you do...","If you think you don't have a gag reflex, let me prove that you do...",think gag reflex let prove,"['Don', 'Janet Jackson', 'Janet Jackson']",[],0,0,0
"If you don't have haters you're doing somethin wrong... I got haters, stalkers and people that just plain don't like me... Luh u hoes","If you don't have haters you're doing somethin wrong... I got haters, stalkers and people that just plain don't like me... Luh u hoes",hater somethin wrong hater stalker people plain like luh hoe,"['Don', 'Hilary Duff']",[],0,0,0
This is my most accurate understanding of religion https://t.co/REvULxiqST,This is my most accurate understanding of religion,accurate understanding religion,['Accuracy'],[],0,0,0
Friend- you really need to chill on the drinking and sleeping around Me- https://t.co/SfPfJxhYzd,Friend- you really need to chill on the drinking and sleeping around Me-,friend need chill drinking sleep,[],[],0,0,0
Too bad you can't get abs from laughing at all the memes you steal... I'd have a six pack by now 😉,Too bad you can't get abs from laughing at all the memes you steal... I'd have a six pack by now,bad ab laugh meme steal pack,[],['Six'],0,0,0
RT @themeredith: @Yourfuckboy1 is my #MCM because he gave me a dirty shout out on Instagram. #romancein2016,: is my because he gave me a dirty shout out on Instagram.,dirty shout instagram,"['@themeredith', '@Yourfuckboy1']",[],0,0,0
@gypsyog guy or girl?,guy or girl?,guy girl,['@gypsyog'],[],0,0,0
When someone leaves a dumb comment https://t.co/fByPKwCCiX,When someone leaves a dumb comment,leave dumb comment,[],[],0,0,0
When you realize you're a mass murderer https://t.co/hSqoRI2IQV,When you realize you're a mass murderer,realize mass murderer,['Chris Brown'],[],0,0,0
Don't tell me you have a pool of that shit ain't in the ground,Don't tell me you have a pool of that shit ain't in the ground,tell pool shit ground,[],['Groundwater'],0,0,0
When all your friends are good people and you wonder why they like you for the piece of shit you are...,When all your friends are good people and you wonder why they like you for the piece of shit you are...,friend good people wonder like piece shit,[],[],0,0,0
I try 😘😘😘 https://t.co/V8ciLCqvJt,I try,try,[],[],0,0,0
I think it's fair to say that my cock and attitude have let me breeze through quite an amazing life,I think it's fair to say that my cock and attitude have let me breeze through quite an amazing life,think fair cock attitude let breeze amazing life,[],[],0,0,0
'I don't usually do this' https://t.co/EtH66PckNk,'I don't usually do this',usually,[],[],0,0,0
'I'm not like most girls' https://t.co/wteG4OjEah,'I'm not like most girls',like girl,[],[],0,0,0
Pro Tip- All girls like being told they're good girls,Pro Tip- All girls like being told they're good girls,pro tip girl like tell good girl,[],['GamePro'],0,0,0
Life Hack- If your dick game is strong you can get away with anything,Life Hack- If your dick game is strong you can get away with anything,life hack dick game strong away,['Chris Brown'],[],0,0,0
When it's time to switch up your roster https://t.co/nh2HKixZYW,When it's time to switch up your roster,time switch roster,[],[],0,0,0
"My head game is strong AF, but my head games are even stronger...","My head game is strong AF, but my head games are even stronger...",head game strong af head game strong,[],[],0,0,0
Message me I'll show you https://t.co/S7u7VWsLfo,Message me I'll show you,message ill,[],[],0,0,0
'Somebody better be fucking dead' -me sitting in traffic,'Somebody better be fucking dead' -me sitting in traffic,fuck dead sit traffic,[],[],0,0,0
"They're replaceable, your time is not","They're replaceable, your time is not",replaceable time,[],[],0,0,0
When you're dropping subtle hints that you need to be eaten out https://t.co/skCZ0Tbhzn,When you're dropping subtle hints that you need to be eaten out,drop subtle hint need eat,[],[],0,0,0
When someone with stank breath tries talking to you https://t.co/ASyQxZrM3u,When someone with stank breath tries talking to you,stank breath try talk,[],[],0,0,0
When you wake up and your mouth is drier than the Sahara desert https://t.co/SBJppDP9Lq,When you wake up and your mouth is drier than the Sahara desert,wake mouth dry sahara desert,[],['Sahara'],0,0,0
It's never personal with me cause I wouldn't ever care that much,It's never personal with me cause I wouldn't ever care that much,personal cause care,[],"['Middle East', 'Smallpox']",0,0,0
RT @AnnaDale32: Lol when you have two girlfriends @Yourfuckboy1 #huntermourer https://t.co/Bd8VcuYOB7,: Lol when you have two girlfriends,lol girlfriend,"['@AnnaDale32', '@Yourfuckboy1', 'Chris Brown', 'LOL Smiley Face']",[],0,0,0
These Donald Trump supporters are out of control... https://t.co/UgRqZAK7GK,These Donald Trump supporters are out of control...,donald trump supporter control,['Donald Trump'],[],0,0,0
Her- I have a man Me- https://t.co/m1U02Zx5kM,Her- I have a man Me-,man,[],['Israel'],0,0,0
"If your dick game is strong, she'll let you get away with anything as long as you're honest with her","If your dick game is strong, she'll let you get away with anything as long as you're honest with her",dick game strong shell let away long honest,[],[],0,0,0
I've decided to just live off of these https://t.co/NeMNTKrRx8,I've decided to just live off of these,ve decide live,[],[],0,0,0
When he tells you 'be a good girl and cum for daddy' https://t.co/39i8vHSiYS,When he tells you 'be a good girl and cum for daddy',tell good girl cum daddy,"['Good Girl', 'Carrie Underwood']",['YouTube'],0,0,0
Merica... 😑 https://t.co/gTUKqHjiGS,Merica...,merica,[],[],0,0,0
It's pathetic tbh https://t.co/UOxQbG1KVg,It's pathetic tbh,pathetic tbh,[],[],0,0,0
I feel like post birth abortion should be a thing...,I feel like post birth abortion should be a thing...,feel like post birth abortion thing,[],[],0,0,0
It must suck to not be me,It must suck to not be me,suck,[],[],0,0,0
"Fuck tittie Tuesday, let's make twiddling twat Tuesday a thing","Fuck tittie Tuesday, let's make twiddling twat Tuesday a thing",fuck tittie tuesday let twiddle twat tuesday thing,[],['Twat'],0,0,0
When you're trying to enjoy a nice date but your boyfriend won't stop texting you and interrupting it https://t.co/g2ZGvzDOed,When you're trying to enjoy a nice date but your boyfriend won't stop texting you and interrupting it,try enjoy nice date boyfriend stop texte interrupt,[],['F-number'],0,0,0
'There's no greater satisfaction than knowing you did it yourself' -me when someone asks me for help,'There's no greater satisfaction than knowing you did it yourself' -me when someone asks me for help,great satisfaction know ask help,[],[],0,0,0
Co worker- happy hump day! Me- https://t.co/FgLqvnMhFf,Co worker- happy hump day! Me-,co worker happy hump day,[],"['Burmese', 'Workforce', 'Wednesday']",0,0,0
What really happens when you send her a dick pic https://t.co/1Hf2qIpTG4,What really happens when you send her a dick pic,happen send dick pic,[],[],0,0,0
When all your friends are out hoe'in and you're stuck at home in a shitty relationship https://t.co/X9oz1Tx7TC,When all your friends are out hoe'in and you're stuck at home in a shitty relationship,friend hoein stick home shitty relationship,[],[],0,0,0
When you lose the shoot out so you start a new one https://t.co/MYjGztHuuw,When you lose the shoot out so you start a new one,lose shoot start new,[],['Rock and Roll Alternative'],0,0,0
"When you're having a conversation with someone, not listening and just don't care https://t.co/TMndzb8QUc","When you're having a conversation with someone, not listening and just don't care",conversation listen care,[],[],0,0,0
Friend- any plans for the weekend? Me- https://t.co/ubhL9ABWCz,Friend- any plans for the weekend? Me-,friend plan weekend,['Workweek'],"['weekend', 'Middle English']",0,0,0
People that know I'm blacked out drunk and still continue to text me are the real MVP,People that know I'm blacked out drunk and still continue to text me are the real MVP,people know black drunk continue text real mvp,[],[],0,0,0
People that ask me to do things are the worst kind of people,People that ask me to do things are the worst kind of people,people ask thing bad kind people,[],['Outlook.com'],0,0,0
When you're looking at pictures from last night to see who stopped by cause you were blacked out,When you're looking at pictures from last night to see who stopped by cause you were blacked out,look picture night stop cause black,['Ayumi Hamasaki'],[],0,0,0
Friend- do you wanna be buried or cremated? Me- https://t.co/uQSTSW8FTW,Friend- do you wanna be buried or cremated? Me-,friend wanna bury cremate,[],[],0,0,0
Be the star of your own reality show... Be obsessed with yourself,Be the star of your own reality show... Be obsessed with yourself,star reality obsess,[],[],0,0,0
You could never comprehend the way my brain works,You could never comprehend the way my brain works,comprehend way brain work,"['Tao', 'Roger Bacon']",['Brain'],0,0,0
I wish I could have all the money I've spent on alcohol back... But still have had all of the alcohol too,I wish I could have all the money I've spent on alcohol back... But still have had all of the alcohol too,wish money ve spend alcohol alcohol,[],['VE'],0,0,0
Her- don't I give the best head? Me- https://t.co/8XQVoDtB3V,Her- don't I give the best head? Me-,good head,[],[],0,0,0
When life gives you lemons just go masturbate and take a nap,When life gives you lemons just go masturbate and take a nap,life lemon masturbate nap,[],['Nap'],0,0,0
"I find great peace in knowing at the end of the day, I'm the only one I truly trust","I find great peace in knowing at the end of the day, I'm the only one I truly trust",find great peace know end day truly trust,[],[],0,0,0
"If you say 'bae' to me, I assume you're talking about my Big Ass Erection cause I'm not 12 and that word is dumb","If you say 'bae' to me, I assume you're talking about my Big Ass Erection cause I'm not and that word is dumb",bae assume talk big ass erection cause word dumb,[],[],0,0,0
Prince think he slick AF... He got everyone out here fooled https://t.co/ZBbCxSWKVq,Prince think he slick AF... He got everyone out here fooled,prince think slick af fool,[],[],0,0,0
Don't ever apologize for knowing your worth... Even if you're worthless,Don't ever apologize for knowing your worth... Even if you're worthless,apologize know worth worthless,"['Janet Jackson', 'Janet Jackson']",[],0,0,0
Person- how are you always so happy Me- https://t.co/icBW3uCUD7,Person- how are you always so happy Me-,person happy,['Jessica Simpson'],['Bon Jovi'],0,0,0
It's very weird to me how I can be so in love with myself and just as disgusted with myself at the same time,It's very weird to me how I can be so in love with myself and just as disgusted with myself at the same time,weird love disgusted time,[],"['Love', 'Love']",0,0,0
Me trying to flirt- I wanna eat your hot pocket,Me trying to flirt- I wanna eat your hot pocket,try flirt wanna eat hot pocket,[],"['National Union of Students', 'United Kingdom']",0,0,0
"Friend- how are you so carefree living a life of drinking, drugs and unprotected sex with complete strangers? Me- https://t.co/ZAtn41RntL","Friend- how are you so carefree living a life of drinking, drugs and unprotected sex with complete strangers? Me-",friend carefree live life drink drug unprotected sex complete stranger,[],['Alcoholic'],0,0,0
If her bio quotes a meme she fucks on the first date,If her bio quotes a meme she fucks on the first date,bio quote meme fuck date,['Argel Fucks'],[],0,0,0
@kstad_rn you should date me then... But I don't date,you should date me then... But I don't date,date date,"['@kstad_rn', 'Don']",['Middle English'],0,0,0
Me- so what are you into? Her- https://t.co/xjqTepfeMQ,Me- so what are you into? Her-,,[],[],0,0,0
Me trying to flirt https://t.co/981dEpUrQV,Me trying to flirt,try flirt,[],"['National Union of Students', 'United Kingdom']",0,0,0
When you wake up and the random didn't sneak out in the middle of the night https://t.co/xvBHsI1Xse,When you wake up and the random didn't sneak out in the middle of the night,wake random sneak middle night,[],['Random House'],0,0,0
'Can this day get any worse' -me waking up,'Can this day get any worse' -me waking up,day bad wake,[],['Earth'],0,0,0
I can tell when your relationship is going well cause I don't hear from you,I can tell when your relationship is going well cause I don't hear from you,tell relationship cause hear,[],[],0,0,0
When you find a bag of drugs on the ground https://t.co/j8JcFgLCHP,When you find a bag of drugs on the ground,find bag drug ground,[],[],0,0,0
"If I watch your snap story, just know it because I'm bored AF... I really don't care about you or your life","If I watch your snap story, just know it because I'm bored AF... I really don't care about you or your life",watch snap story know bored af care life,[],['International Forum Design'],0,0,0
Pro Tip- Fuck your followers,Pro Tip- Fuck your followers,pro tip fuck follower,[],['GamePro'],0,0,0
You spelt penis wrong https://t.co/K6qIazcDY3,You spelt penis wrong,spelt penis wrong,[],[],0,0,0
How I sleep after getting off https://t.co/AZj5YpGsXH,How I sleep after getting off,sleep,[],"['U.S.', 'CSI', 'Crime Scene Investigation']",0,0,0
Same 😘😘😘😘 https://t.co/Q3M34viHKL,Same,,[],[],0,0,0
Me and all my friends hate everyone... I sometimes wonder how we became friends,Me and all my friends hate everyone... I sometimes wonder how we became friends,friend hate wonder friend,[],[],0,0,0
"A lot of people make me laugh, very few make me smile","A lot of people make me laugh, very few make me smile",lot people laugh smile,[],[],0,0,0
Blocking people is my cardio,Blocking people is my cardio,block people cardio,[],[],0,0,0
"Pro Tip- Stop trying to appeal to my feelings, I don't have any","Pro Tip- Stop trying to appeal to my feelings, I don't have any",pro tip stop try appeal feeling,[],['GamePro'],0,0,0
I just got a ticket but in my defense I didn't want to,I just got a ticket but in my defense I didn't want to,ticket defense want,[],[],0,0,0
"I don't have to smile, my emojis do that for me","I don't have to smile, my emojis do that for me",smile emoji,['Emoji'],[],0,0,0
@Snowgordon gotta pay the bills bruh,gotta pay the bills bruh,pay bill bruh,['@Snowgordon'],[],0,0,0
When they REALLY don't want you to advertise 😂😂😂 https://t.co/r8LlzOk6ZZ,When they REALLY don't want you to advertise,want advertise,[],[],0,0,0
"I have no shame bruh, none at all https://t.co/LPOP5r2JMi","I have no shame bruh, none at all",shame bruh,[],[],0,0,0
There it is! 😂 https://t.co/DI1RnOOOam,There it is!,,[],[],0,0,0
When someone online tries to come at me and thinks I care... https://t.co/3ag1u1elsY,When someone online tries to come at me and thinks I care...,online try come think care,[],[],0,0,0
"I love the pussy pics I get all day long on snap but when I get sent a dick pic, I block for 'inappropriate snaps' Does that make me sexist?","I love the pussy pics I get all day long on snap but when I get sent a dick pic, I block for 'inappropriate snaps' Does that make me sexist?",love pussy pic day long snap send dick pic block inappropriate snap sexist,[],[],0,0,0
When you get your ex as your waitress https://t.co/vN1DLRckDX,When you get your ex as your waitress,ex waitress,[],['2006'],0,0,0
Walking around with a half hard dick all day is a really good look on me,Walking around with a half hard dick all day is a really good look on me,walk half hard dick day good look,['Kanye West'],['All Day'],0,0,0
I have an organic protein shake for you 😘 https://t.co/p1M4ngnWB2,I have an organic protein shake for you,organic protein shake,[],[],0,0,0
"Do you know what they do to rapists in jail, dumbfuck? lol have fun https://t.co/tqs1pzyK9E","Do you know what they do to rapists in jail, dumbfuck? lol have fun",know rapist jail dumbfuck lol fun,['The Ping Pong Song'],['LOL'],0,0,0
@valentinaveshi thank you 😘,thank you,thank,['@valentinaveshi'],[],0,0,0
"If I make your day, you should see what I could do to your night 😌 https://t.co/GyHTNH6n8T","If I make your day, you should see what I could do to your night",day night,['Daytime'],[],0,0,0
RT @valentinaveshi: @Yourfuckboy1 I am flattered tbh. I got an orgasm just by thinking of it you really are good at this.,: I am flattered tbh. I got an orgasm just by thinking of it you really are good at this.,flattered tbh orgasm think good,"['@valentinaveshi', '@Yourfuckboy1']",['Arctic Monkeys'],0,0,0
RT @valentinaveshi: It's not her fault that your dick is extra special. It makes people daydream ya know? xp https://t.co/fdNsjTRtag,: It's not her fault that your dick is extra special. It makes people daydream ya know? xp,fault dick extra special people daydream know xp,['@valentinaveshi'],[],0,0,0
"If you won't wash down your Plan B with my cum, you're not the girl for me","If you won't wash down your Plan B with my cum, you're not the girl for me",wash plan cum girl,"['Jay Sean', 'Janet Jackson', 'Janet Jackson']",[],0,0,0
Relationships are like hangovers... They make me miserable AF,Relationships are like hangovers... They make me miserable AF,relationship like hangover miserable af,[],['Hangover'],0,0,0
When your phones at 3% but you're about to get laid... https://t.co/Zeeo339vrq,When your phones at % but you're about to get laid...,phone lay,['Paul Epworth'],[],0,0,0
Her- send me a dick pic Me-*sends dick pic* Her- that's photoshopped Me- https://t.co/AWKO4mEG5X,Her- send me a dick pic Me-*sends dick pic* Her- that's photoshopped Me-,send dick pic mesend dick pic photoshoppe,[],[],0,0,0
When you realize tomorrow is Monday https://t.co/nIO6Qs5NY4,When you realize tomorrow is Monday,realize tomorrow monday,[],"['Monday Night Football', 'Tomorrow']",0,0,0
Pro Tip- Stop thinking you are special... You in fact are not,Pro Tip- Stop thinking you are special... You in fact are not,pro tip stop think special fact,[],['GamePro'],0,0,0
I'm guessing the last guy she trusted gave her herpes... https://t.co/ll446hj6by,I'm guessing the last guy she trusted gave her herpes...,guess guy trust herpe,[],[],0,0,0
Fish tacos 😛 https://t.co/spmXFclMkx,Fish tacos,fish taco,[],['Taco'],0,0,0
When someone ugly tells you they're out of your league https://t.co/B0usHtGGzR,When someone ugly tells you they're out of your league,ugly tell league,[],[],0,0,0
When you're almost 30 and have run out of options... https://t.co/nmanGYfqTD,When you're almost and have run out of options...,run option,[],[],0,0,0
When you're toasting your boy but you see your girl checkin a text https://t.co/O7E240Vgjr,When you're toasting your boy but you see your girl checkin a text,toast boy girl checkin text,[],[],0,0,0
My whole life is a bunch of awkward situations strung together by alcohol,My whole life is a bunch of awkward situations strung together by alcohol,life bunch awkward situation string alcohol,[],[],0,0,0
When someone spends money copyrighting their shitty memes that no one would steal if you asked them to https://t.co/uVtSZMzp7G,When someone spends money copyrighting their shitty memes that no one would steal if you asked them to,spend money copyright shitty meme steal ask,"['Janet Jackson', 'Chris Brown']",['Shit'],0,0,0
"Playing Mr. nice guy will get you nowhere but home alone rubbing one out. Man up, cupcake","Playing Mr. nice guy will get you nowhere but home alone rubbing one out. Man up, cupcake",play mr nice guy home rub man cupcake,['Nice Guy'],['1997'],0,0,0
Her- so what do you do for fun? Me- https://t.co/Ht22oFLqv2,Her- so what do you do for fun? Me-,fun,[],[],0,0,0
RT @themeredith: That awkward moment when you're on a date and 'Daddy YFB' texts you...and your phone is face up on the table...@Yourfuckbo…,: That awkward moment when you're on a date and 'Daddy YFB' texts you...and your phone is face up on the table...,awkward moment date daddy yfb text youand phone face table,"['@themeredith', '@Yourfuckbo']",[],0,0,0
I'm just gonna leave this here.... https://t.co/G0ORAkB7df,I'm just gonna leave this here....,leave,['Alessia Cara'],[],0,0,0
When you wanna eat your own ass https://t.co/HWwB7DafQm,When you wanna eat your own ass,wanna eat ass,[],[],0,0,0
The 2016 savage award goes to this man https://t.co/FFa6Fw9y3r,The savage award goes to this man,savage award man,[],[],0,0,0
'Y'all are fucked up man. You wouldn't be doin this shit if I was white!' https://t.co/HhsCF2rHCJ,'Y'all are fucked up man. You wouldn't be doin this shit if I was white!',fuck man doin shit white,[],[],0,0,0
Seen it many times. Hair brushes too https://t.co/yGPJNmMz7g,Seen it many times. Hair brushes too,time hair brush,[],[],0,0,0
@themeredith the man is a legend in my mind 😂,the man is a legend in my mind,man legend mind,['@themeredith'],[],0,0,0
When you let a squirter sit on your face https://t.co/TZY98mInQ4,When you let a squirter sit on your face,let squirter sit face,[],[],0,0,0
All summer 16 https://t.co/tGQcT8CrAq,All summer,summer,[],[],0,0,0
"I'm too old for games... We either fuckin or we not... Either way, it's your loss or your gain... IDGAF either way","I'm too old for games... We either fuckin or we not... Either way, it's your loss or your gain... IDGAF either way",old game fuckin way loss gain idgaf way,[],[],0,0,0
My mouth stays shut... I cut people off for reasons they may never be smart enough to figure out,My mouth stays shut... I cut people off for reasons they may never be smart enough to figure out,mouth stay shut cut people reason smart figure,['Amy Smart'],[],0,0,0
When you see your friend that's in prison posting on Facebook... https://t.co/xvuC20qiFQ,When you see your friend that's in prison posting on Facebook...,friend prison post facebook,[],[],0,0,0
"Me when I go anywhere, ever https://t.co/yuxIhSkpyJ","Me when I go anywhere, ever",,[],"['Middle East', 'Muslim']",0,0,0
My only goal in life is to fuck at least 1 follower from each social media platform... Twitter is the only 1 left... @themeredith your move,My only goal in life is to fuck at least follower from each social media platform... Twitter is the only left... your move,goal life fuck follower social medium platform twitter leave,['@themeredith'],[],0,0,0
Should I give you my number? https://t.co/YTdMFZwCdl,Should I give you my number?,number,[],[],0,0,0
HAHAHAHAHAPLEASEKILLMEHHAHAHAHHAHAHAHAHA 😫 https://t.co/FthUhJjMrm,HAHAHAHAHAPLEASEKILLMEHHAHAHAHHAHAHAHAHA,hahahahahapleasekillmehhahahahhahahahaha,[],[],0,0,0
@_lextacyyy only when drunk or in bed... But I'm always drunk,only when drunk or in bed... But I'm always drunk,drunk bed drunk,['@_lextacyyy'],[],0,0,0
RT @taxo__: When it's Friday &; you're feeling kinda Thugish💂🏼 https://t.co/iCJJNtfnYb,: When it's Friday &; you're feeling kinda Thugish,friday feel kinda thugish,['@taxo__'],[],0,0,0
@fuck________off it must have been cause I didn't get it,it must have been cause I didn't get it,cause,['@fuck________off'],[],0,0,0
@fuck________off how's that?,how's that?,,['@fuck________off'],[],0,0,0
@fuck________off well what is your sc,well what is your sc,sc,['@fuck________off'],['South Carolina'],0,0,0
I say 'I do' a lot for someone that would never say I do...,I say 'I do' a lot for someone that would never say I do...,lot,[],[],0,0,0
One week into 'he cut you off and chill' got you like... https://t.co/Y255LSP4KY,One week into 'he cut you off and chill' got you like...,week cut chill like,[],[],0,0,0
Do you ever just wanna lose your shit on someone for no good reason other than the fact that they exist? Cause same,Do you ever just wanna lose your shit on someone for no good reason other than the fact that they exist? Cause same,wanna lose shit good reason fact exist cause,[],[],0,0,0
Well it's a mystery to me too https://t.co/PDMgmgL8DB,Well it's a mystery to me too,mystery,[],[],0,0,0
When you're daydreaming about the dick you're gonna get later https://t.co/J7N9GWdakh,When you're daydreaming about the dick you're gonna get later,daydream dick later,['Nigel Dick'],[],0,0,0
"I can find humor and a silver lining in any situation, that's why I live an amazing life... You should try it","I can find humor and a silver lining in any situation, that's why I live an amazing life... You should try it",find humor silver lining situation live amazing life try,['Aerosmith'],[],0,0,0
"You don't have haters, people just hate you, dumb dumb","You don't have haters, people just hate you, dumb dumb",hater people hate dumb dumb,"['Don', 'Hilary Duff']",[],0,0,0
When she knows just what to get you for Father's Day... https://t.co/tCBhkfCkT9,When she knows just what to get you for Father's Day...,know father day,[],[],0,0,0
Me- cusses out person for driving the wrong way in a parking lot Also me- drives wrong way in a parking lot,Me- cusses out person for driving the wrong way in a parking lot Also me- drives wrong way in a parking lot,cuss person drive wrong way parking lot drive wrong way parking lot,[],[],0,0,0
Me when people take a post too seriously and I'm reading their butt hurt comments https://t.co/D6HrPpScxp,Me when people take a post too seriously and I'm reading their butt hurt comments,people post seriously read butt hurt comment,[],[],0,0,0
When your best friend gets out of that relationship and you finally have your hoe'ing partner back https://t.co/r7INj9LPsG,When your best friend gets out of that relationship and you finally have your hoe'ing partner back,good friend relationship finally hoeing partner,[],[],0,0,0
I hate it when people say they're never gonna talk to me again... And then they do...,I hate it when people say they're never gonna talk to me again... And then they do...,hate people talk,[],['2007'],0,0,0
The 'I cheat on his ass' starter app https://t.co/k5gHJKlAjT,The 'I cheat on his ass' starter app,cheat ass starter app,[],[],0,0,0
"People that force me to be brutally honest to their face are the best... Like yo you did this to yourself, fam","People that force me to be brutally honest to their face are the best... Like yo you did this to yourself, fam",people force brutally honest face good like yo fam,['Chris Brown'],[],0,0,0
'You're the only one I'm talking to' https://t.co/Q6TLGRberM,'You're the only one I'm talking to',talk,[],[],0,0,0
When you send nudes in public knowing people can see cause you know your shit is A1,When you send nudes in public knowing people can see cause you know your shit is A1,send nude public know people cause know shit a1,[],[],0,0,0
RT @SantinaDiMaggio: You don't need to explain your happiness to anyone.,: You don't need to explain your happiness to anyone.,need explain happiness,['@SantinaDiMaggio'],['Red Velvet'],0,0,0
My rotation is like a revolving door,My rotation is like a revolving door,rotation like revolving door,[],[],0,0,0
When you're on a first date and they're already too clingy and touchy feely https://t.co/A5eReObkAr,When you're on a first date and they're already too clingy and touchy feely,date clingy touchy feely,[],[],0,0,0
"When you do finally give up and start buying them cats at least you won't have to drink alone, loser https://t.co/tcC03fZvSm","When you do finally give up and start buying them cats at least you won't have to drink alone, loser",finally start buy cat drink loser,['Loser'],[],0,0,0
"If I invite you over to take shots, this is what you can expect https://t.co/6foauUxkY0","If I invite you over to take shots, this is what you can expect",invite shot expect,[],[],0,0,0
"If you really wanna know what someone you're fucking thinks about you, make them show you how you're stored in their phone...","If you really wanna know what someone you're fucking thinks about you, make them show you how you're stored in their phone...",wanna know fucking think store phone,"['Janet Jackson', 'Janet Jackson']",['Norwegian'],0,0,0
'Oh you're dating someone now?' https://t.co/5HjdmkXori,'Oh you're dating someone now?',oh date,[],[],0,0,0
When I send girls the videos we made https://t.co/azjiaa2Ts2,When I send girls the videos we made,send girl video,[],[],0,0,0
When bae gives you a warm welcome home https://t.co/uBbuiBR7Qd,When bae gives you a warm welcome home,bae warm welcome home,[],['BAE Systems'],0,0,0
Pro Tip- Never go down on someone that has food poisoning,Pro Tip- Never go down on someone that has food poisoning,pro tip food poisoning,[],['GamePro'],0,0,0
Shoutout to Rihanna for writing my theme song 'Sex With Me',Shoutout to Rihanna for writing my theme song 'Sex With Me',shoutout rihanna write theme song sex,[],['Rihanna'],0,0,0
'How do you live with yourself?' https://t.co/gdY4lPtVI5,'How do you live with yourself?',live,['Pablo Honey'],[],0,0,0
Life's too short to be giving people second chances,Life's too short to be giving people second chances,life short people second chance,[],['Hidden'],0,0,0
How I feel when I'm drunk at the bar buying everyone shots https://t.co/Opm6ccZylT,How I feel when I'm drunk at the bar buying everyone shots,feel drunk bar buy shot,[],[],0,0,0
Shoutout to me for making the worst decision of my life 🙌🏼,Shoutout to me for making the worst decision of my life,shoutout bad decision life,[],[],0,0,0
I wonder who the first person to think of a sewage system was... I mean there must have been shit everywhere,I wonder who the first person to think of a sewage system was... I mean there must have been shit everywhere,wonder person think sewage system mean shit,[],['First'],0,0,0
When your friend owes you money and they're taking a little too long to pay you back https://t.co/wReKiIdH0c,When your friend owes you money and they're taking a little too long to pay you back,friend owe money little long pay,[],[],0,0,0
When you're at the point of drinking just to stay awake but then you blackout and pass out during sex anyway,When you're at the point of drinking just to stay awake but then you blackout and pass out during sex anyway,point drink stay awake blackout pass sex,[],['Christmas'],0,0,0
Ego's bruise harder than any belt ever could,Ego's bruise harder than any belt ever could,egos bruise hard belt,[],[],0,0,0
He just kept screaming 'is it too late now to say sorrrrry?!' https://t.co/6XU2qMmkuZ,He just kept screaming 'is it too late now to say sorrrrry?!',scream late sorrrrry,[],[],0,0,0
Your hoes vs my hoes https://t.co/H6Xe6jQY6u,Your hoes vs my hoes,hoe vs hoe,[],[],0,0,0
Me- refuses to answer anyone's phone calls Also me- infuriated when people don't answer my phone calls,Me- refuses to answer anyone's phone calls Also me- infuriated when people don't answer my phone calls,refuse answer phone infuriate people answer phone,[],['S-Phone'],0,0,0
Same. We really are soulmates... Dumb AF but soulmates nonetheless 🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃 https://t.co/ZwXTny02jj,Same. We really are soulmates... Dumb AF but soulmates nonetheless,soulmate dumb af soulmate nonetheless,[],[],0,0,0
"I don't run from my problems, I laugh at them and act like they don't exists like a normal human being","I don't run from my problems, I laugh at them and act like they don't exists like a normal human being",run problem laugh act like exist like normal human,[],[],0,0,0
"I'm unfollowing, I don't need this kind of negativity in my life https://t.co/bgdVSrGilU","I'm unfollowing, I don't need this kind of negativity in my life",unfollowe need kind negativity life,[],[],0,0,0
My whole life is one big sexual innuendo,My whole life is one big sexual innuendo,life big sexual innuendo,['Kylie Minogue'],[],0,0,0
When your phone goes dry for more than 2 1/2 minutes https://t.co/SY8xAFCtUU,When your phone goes dry for more than /2 minutes,phone dry minute,[],[],0,0,0
When you finally lose all respect for someone so you decide to fuck them and ruin their life just for fun lol,When you finally lose all respect for someone so you decide to fuck them and ruin their life just for fun lol,finally lose respect decide fuck ruin life fun lol,[],"['Rock and Roll Alternative', 'LOL']",0,0,0
Idk why people tell me their problems... All I do is repeatedly ask 'why' like a 4 year old that's not getting his way... Then I laugh,Idk why people tell me their problems... All I do is repeatedly ask 'why' like a year old that's not getting his way... Then I laugh,idk people tell problem repeatedly ask like year old way laugh,[],"['Rowan &amp', 'Martin', 'IDK']",0,0,0
@queensoverbitch 😭😭😭😭😭,,,['@queensoverbitch'],[],0,0,0
